"uid","city_name","offense_code","offense_type","date_single","address","longitude","latitude","location_type","location_category","fips_state","fips_county","tract","block_group","block"
3030337,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-15 03:05:00,"059XX S MARSHFIELD AVE",-87.665591,41.786054,"street","street",17,"031","670700",1,1001
3030632,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-15 14:17:00,"041XX W WILCOX ST",-87.729349,41.878823,"street","street",17,"031","260700",1,1006
3031447,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-16 13:52:00,"057XX S PAULINA ST",-87.666905,41.78983,"street","street",17,"031","670300",1,1004
3031814,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-16 22:26:00,"016XX S SPRINGFIELD AVE",-87.722435,41.858029,"street","street",17,"031","292400",1,1002
3032293,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-17 16:08:00,"016XX S SPRINGFIELD AVE",-87.722435,41.858029,"street","street",17,"031","292400",1,1002
3032540,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-17 21:45:00,"038XX W MONROE ST",-87.721889,41.879808,"residence","residence",17,"031","260800",1,1004
3032541,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-17 21:59:00,"043XX W VAN BUREN ST",-87.733698,41.875163,"residence","residence",17,"031","260600",2,2011
3033393,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-19 01:39:00,"011XX W MORSE AVE",-87.660438,42.008,"residence","residence",17,"031","010400",2,2007
3033683,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-19 14:09:00,"074XX S HARVARD AVE",-87.633298,41.759111,"other open space","open space",17,"031","691100",3,3006
3034207,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-20 02:49:00,"027XX N CENTRAL PARK AVE",-87.717157,41.930545,"private vehicle","vehicle",17,"031","220602",5,5010
3034317,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-20 09:17:00,"069XX S SOUTH SHORE DR",-87.566528,41.769075,"street","street",17,"031","430102",1,1002
3034978,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-21 02:36:00,"013XX N BURLING ST",-87.647316,41.905651,"residence","residence",17,"031","842200",1,1043
3035480,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-21 18:24:00,"038XX W LEXINGTON ST",-87.72149,41.871674,"street","street",17,"031","260900",1,1007
3035905,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-22 04:43:00,"052XX S MENARD AVE",-87.767324,41.79738,"street","street",17,"031","560800",1,1008
3036490,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-22 22:04:00,"040XX S ALBANY AVE",-87.701958,41.819685,"street","street",17,"031","580501",3,3003
3036799,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-23 06:13:00,"015XX N AVERS AVE",-87.722849,41.908973,"street","street",17,"031","230700",4,4004
3037262,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-23 20:51:00,"010XX N LAMON AVE",-87.748348,41.898955,"private vehicle","vehicle",17,"031","251000",1,1014
3037289,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-23 21:30:00,"024XX W 58TH ST",-87.685431,41.788364,"street","street",17,"031","835100",3,3002
3037985,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-24 20:45:00,"012XX N KEELER AVE",-87.731232,41.902818,"private vehicle","vehicle",17,"031","230600",5,5011
3038596,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-25 18:20:00,"050XX S DORCHESTER AVE",-87.591878,41.803951,"private vehicle","vehicle",17,"031","390600",2,2006
3038617,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-25 18:53:00,"011XX N CICERO AVE",-87.74596,41.901788,"gas station","retail",17,"031","251000",1,1001
3038812,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-25 22:57:00,"107XX S WENTWORTH AVE",-87.628053,41.698517,"street","street",17,"031","491000",5,5015
3039083,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-26 11:37:00,"030XX W VAN BUREN ST",-87.702837,41.875909,"green space","open space",17,"031","271200",1,1027
3039191,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-26 14:07:00,"030XX W VAN BUREN ST",-87.702837,41.875909,"green space","open space",17,"031","271200",1,1027
3039471,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-26 20:30:00,"011XX W 51ST ST",-87.653497,41.801472,"street","street",17,"031","611000",1,1031
3041053,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-28 21:20:00,"066XX S MICHIGAN AVE",-87.622724,41.773412,"private vehicle","vehicle",17,"031","842500",1,1036
3041293,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-29 04:07:00,"030XX W LEXINGTON ST",-87.701565,41.871909,"street","street",17,"031","837300",1,1009
3041373,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-29 09:42:00,"052XX S LOREL AVE",-87.75634,41.797828,"residence","residence",17,"031","560700",2,2024
3041374,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-29 09:42:00,"052XX S LOREL AVE",-87.75634,41.797828,"residence","residence",17,"031","560700",2,2024
3041975,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-30 02:05:00,"082XX S INGLESIDE AVE",-87.601373,41.745048,"street","street",17,"031","440102",4,4000
3042020,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-30 03:15:00,"060XX S THROOP ST",-87.657046,41.78413,"street","street",17,"031","670900",1,1008
3042921,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-31 11:00:00,"039XX N SPAULDING AVE",-87.710435,41.952841,"residence","residence",17,"031","160800",1,1008
3043308,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-31 21:04:00,"049XX S DREXEL BLVD",-87.603808,41.805342,"street","street",17,"031","390400",2,2009
3043362,"Chicago","09A","murder and nonnegligent manslaughter",2015-08-31 22:21:00,"004XX N LAWLER AVE",-87.751691,41.888426,"residence","residence",17,"031","251600",2,2006
3044164,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-01 21:55:00,"061XX W FULLERTON AVE",-87.778448,41.923783,"green space","open space",17,"031","191301",1,1002
3044295,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 01:00:00,"013XX S KOSTNER AVE",-87.734884,41.863397,"residence","residence",17,"031","290900",4,4015
3044307,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 01:45:00,"027XX W LEXINGTON ST",-87.694463,41.871988,"street","street",17,"031","837400",2,2029
3044329,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 02:41:00,"050XX N WINTHROP AVE",-87.657752,41.973924,"street","street",17,"031","031200",3,3007
3044332,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 02:55:00,"050XX N WINTHROP AVE",-87.657752,41.973924,"street","street",17,"031","031200",3,3007
3044467,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 09:40:00,"026XX E 74TH PL",-87.559988,41.760301,"street","street",17,"031","431400",1,1007
3044559,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 12:04:00,"033XX W WALNUT ST",-87.71007,41.885342,"street","street",17,"031","836800",2,2007
3044783,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 18:03:00,"059XX W DIVERSEY AVE",-87.775158,41.931149,"vehicle parking","open space",17,"031","190602",1,1001
3044931,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 21:22:00,"068XX S MERRILL AVE",-87.572758,41.770823,"residence","residence",17,"031","430101",3,3001
3044988,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 22:33:00,"008XX W 68TH ST",-87.646264,41.770627,"street","street",17,"031","681100",1,1002
3045030,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-02 23:50:00,"007XX N LONG AVE",-87.760595,41.89358,"street","street",17,"031","251500",3,3000
3045129,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-03 05:35:00,"016XX W 115TH ST",-87.663315,41.68479,"vehicle parking","open space",17,"031","750500",3,3033
3045652,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-03 19:28:00,"057XX N SHERIDAN RD",-87.655282,41.986296,"street","street",17,"031","030604",3,3000
3046345,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-04 16:09:00,"102XX S LOWE AVE",-87.639226,41.708243,"street","street",17,"031","730500",3,3024
3046627,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-04 22:35:00,"011XX S RICHMOND ST",-87.699602,41.867689,"private vehicle","vehicle",17,"031","838600",2,2014
3046715,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-05 00:21:00,"018XX S DRAKE AVE",-87.713908,41.856035,"street","street",17,"031","292200",2,2011
3046859,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-05 04:39:00,"016XX N MAYFIELD AVE",-87.772746,41.910284,"street","street",17,"031","250400",3,3010
3047397,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-05 22:48:00,"002XX N HAMLIN BLVD",-87.720879,41.883751,"green space","open space",17,"031","836800",1,1013
3047548,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-06 02:29:00,"061XX S COTTAGE GROVE AVE",-87.605994,41.783341,"street","street",17,"031","420500",2,2000
3047570,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-06 03:02:00,"011XX W RANDOLPH ST",-87.654914,41.88439,"street","street",17,"031","833000",2,2058
3048569,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-07 12:16:00,"008XX E 81ST ST",-87.604499,41.747633,"street","street",17,"031","440101",2,2006
3048873,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-07 20:26:00,"031XX W FIFTH AVE",-87.704214,41.878875,"street","street",17,"031","271200",1,1020
3049133,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-08 05:10:00,"033XX N KEELER AVE",-87.732115,41.942175,"street","street",17,"031","161300",4,4025
3049834,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-09 06:20:00,"082XX S KENWOOD AVE",-87.591699,41.745403,"other open space","open space",17,"031","834300",1,1018
3050771,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-10 15:20:00,"016XX N FRANCISCO AVE",-87.699099,41.910757,"street","street",17,"031","240800",1,1007
3053014,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-13 19:48:00,"084XX S LOOMIS BLVD",-87.658326,41.740369,"street","street",17,"031","711100",3,3010
3053187,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-14 00:30:00,"083XX S WOOD ST",-87.668092,41.742421,"street","street",17,"031","711200",4,4065
3053192,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-14 00:43:00,"108XX S MORGAN ST",-87.647382,41.696554,"residence","residence",17,"031","750100",2,2008
3053228,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-14 02:11:00,"008XX E BOWEN AVE",-87.605666,41.819481,"street","street",17,"031","836400",3,3012
3053916,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-14 23:04:00,"038XX W VAN BUREN ST",-87.721716,41.875314,"street","street",17,"031","260800",2,2011
3053927,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-14 23:33:00,"118XX S STATE ST",-87.62271,41.679623,"street","street",17,"031","530200",2,2000
3054023,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-15 04:48:00,"085XX S BURLEY AVE",-87.545386,41.740498,"residence","residence",17,"031","460200",2,2028
3054870,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-16 08:00:00,"091XX S YATES BLVD",-87.565807,41.72934,"residence","residence",17,"031","480500",1,1019
3055413,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-16 22:25:00,"115XX S CHURCH ST",-87.669754,41.683458,"street","street",17,"031","750500",4,4012
3056178,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-18 00:05:00,"002XX S LARAMIE AVE",-87.754974,41.877858,"street","street",17,"031","252102",1,1000
3057141,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-19 10:55:00,"035XX W 24TH ST",-87.71309,41.848051,"street","street",17,"031","300700",3,3005
3057472,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-19 18:47:00,"012XX N KEELER AVE",-87.731237,41.903065,"street","street",17,"031","230600",2,2010
3057527,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-19 20:01:00,"011XX E 44TH ST",-87.59889,41.814627,"other open space","open space",17,"031","390200",1,1005
3057854,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-20 04:28:00,"058XX S LA SALLE ST",-87.629118,41.788447,"street","street",17,"031","834600",4,4041
3057898,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-20 07:04:00,"117XX S LA SALLE ST",-87.626376,41.68074,"street","street",17,"031","530200",1,1022
3057985,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-20 11:05:00,"084XX S HERMITAGE AVE",-87.666833,41.740432,"street","street",17,"031","711200",3,3000
3058390,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-20 21:16:00,"016XX N CENTRAL AVE",-87.765567,41.909881,"street","street",17,"031","250300",3,3015
3058428,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-20 22:06:00,"034XX W FLOURNOY ST",-87.71208,41.872708,"other open space","open space",17,"031","271500",1,1005
3058443,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-20 22:36:00,"101XX S CALUMET AVE",-87.615054,41.709982,"street","street",17,"031","490800",4,4001
3059049,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-21 19:12:00,"055XX W POTOMAC AVE",-87.76455,41.903965,"street","street",17,"031","250700",3,3003
3059625,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-22 16:19:00,"092XX S COTTAGE GROVE AVE",-87.604572,41.726256,"street","street",17,"031","440800",2,2016
3060556,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-23 18:52:00,"055XX W CONGRESS PKWY",-87.763279,41.873843,"street","street",17,"031","252102",3,3005
3060783,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-24 00:06:00,"092XX S UNIVERSITY AVE",-87.596115,41.72705,"street","street",17,"031","470100",1,1021
3061195,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-24 16:13:00,"030XX S MICHIGAN AVE",-87.623263,41.838795,"street","street",17,"031","839200",2,2025
3061637,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-25 09:55:00,"121XX S BISHOP ST",-87.657596,41.673263,"residence","residence",17,"031","530400",2,2014
3061866,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-25 15:50:00,"058XX S PULASKI RD",-87.722976,41.786423,"street","street",17,"031","620400",3,3011
3062253,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-26,"001XX N LAPORTE AVE",-87.749067,41.883731,"street","street",17,"031","251800",5,5011
3062584,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-26 12:45:00,"007XX E 47TH ST",-87.607334,41.809519,"residence","residence",17,"031","843600",1,1001
3063201,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-27 05:53:00,"011XX W 18TH ST",-87.654407,41.857988,"private vehicle","vehicle",17,"031","310600",1,1021
3063433,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-27 14:42:00,"039XX W ROOSEVELT RD",-87.723601,41.866194,"street","street",17,"031","843000",2,2032
3063458,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-27 15:19:00,"096XX S MORGAN ST",-87.648004,41.718672,"street","street",17,"031","730400",1,1011
3064028,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-28 11:17:00,"001XX N KEDZIE AVE",-87.706184,41.883192,"street","street",17,"031","836800",2,2013
3064392,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-28 20:08:00,"053XX S ABERDEEN ST",-87.652523,41.797128,"street","street",17,"031","612000",2,2010
3064397,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-28 20:10:00,"053XX S ABERDEEN ST",-87.652523,41.797128,"street","street",17,"031","612000",2,2010
3064579,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-29 01:05:00,"003XX W 42ND ST",-87.635568,41.81816,"green space","open space",17,"031","835500",1,1027
3064591,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-29 01:45:00,"003XX W 42ND ST",-87.635568,41.81816,"green space","open space",17,"031","835500",1,1027
3064614,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-29 03:35:00,"003XX W 42ND ST",-87.635568,41.81816,"green space","open space",17,"031","835500",1,1027
3064855,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-29 14:56:00,"072XX S EXCHANGE AVE",-87.564676,41.763936,"vehicle parking","open space",17,"031","430700",2,2008
3065511,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-30 14:12:00,"107XX S EGGLESTON AVE",-87.634138,41.698878,"other open space","open space",17,"031","491100",2,2018
3065553,"Chicago","09A","murder and nonnegligent manslaughter",2015-09-30 15:10:00,"015XX N HARDING AVE",-87.725274,41.908928,"street","street",17,"031","230700",4,4018
3066507,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-01 20:35:00,"034XX W ARMITAGE AVE",-87.712423,41.917336,"street","street",17,"031","221100",3,3021
3066565,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-01 22:09:00,"014XX N LOREL AVE",-87.759596,41.9063,"street","street",17,"031","250700",1,1012
3068590,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-04 20:18:00,"068XX S LOOMIS BLVD",-87.659096,41.769784,"residence","residence",17,"031","834900",2,2032
3069959,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-06 18:19:00,"053XX S SACRAMENTO AVE",-87.698763,41.796569,"private vehicle","vehicle",17,"031","630400",3,3004
3070063,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-06 20:46:00,"043XX W MAYPOLE AVE",-87.733584,41.884589,"private vehicle","vehicle",17,"031","260300",1,1012
3070618,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-07 17:18:00,"061XX S ROCKWELL ST",-87.688611,41.78238,"street","street",17,"031","835000",4,4001
3071443,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-08 20:52:00,"059XX W CHICAGO AVE",-87.773087,41.894742,"street","street",17,"031","251400",3,3001
3071910,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-09 13:25:00,"049XX W CONGRESS PKWY",-87.747984,41.874032,"other open space","open space",17,"031","252202",5,5010
3072416,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-10 03:20:00,"011XX N LAWLER AVE",-87.752066,41.900914,"residence","residence",17,"031","251100",4,4006
3072426,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-10 04:12:00,"004XX N SPRINGFIELD AVE",-87.723462,41.888924,"private vehicle","vehicle",17,"031","231500",5,5014
3073192,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-11 05:30:00,"054XX S PRAIRIE AVE",-87.619247,41.795652,"private vehicle","vehicle",17,"031","400300",1,1020
3073833,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-12 03:05:00,"019XX W HARRISON ST",-87.674226,41.874077,"street","street",17,"031","838100",3,3022
3075129,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-13 21:50:00,"082XX S LAFAYETTE AVE",-87.625647,41.744278,"private vehicle","vehicle",17,"031","842400",2,2035
3075694,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-14 17:43:00,"077XX S INDIANA AVE",-87.619831,41.753943,"street","street",17,"031","691300",2,2005
3075933,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-14 23:28:00,"097XX S PEORIA ST",-87.645516,41.716697,"street","street",17,"031","730400",3,3003
3076759,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-16 01:35:00,"082XX S EVANS AVE",-87.606276,41.745021,"street","street",17,"031","440201",3,3007
3076854,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-16 08:12:00,"060XX S ABERDEEN ST",-87.652201,41.784645,"street","street",17,"031","680600",1,1009
3078189,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-18 02:07:00,"106XX S PRAIRIE AVE",-87.617264,41.701329,"private vehicle","vehicle",17,"031","490902",3,3022
3078509,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-18 16:26:00,"078XX S HONORE ST",-87.669521,41.751291,"private vehicle","vehicle",17,"031","710400",3,3008
3078793,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-19 00:01:00,"052XX W LE MOYNE ST",-87.757677,41.907666,"street","street",17,"031","250700",1,1003
3079469,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-19 21:27:00,"003XX S CICERO AVE",-87.745138,41.876581,"gas station","retail",17,"031","252202",5,5000
3082171,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-23 14:01:00,"087XX S WABASH AVE",-87.622589,41.735809,"street","street",17,"031","440600",2,2002
3082217,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-23 15:42:00,"076XX S EBERHART AVE",-87.612623,41.756173,"street","street",17,"031","691400",5,5004
3082470,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-23 21:27:00,"053XX W NORTH AVE",-87.758884,41.909461,"street","street",17,"031","250300",2,2015
3082596,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-24 00:58:00,"025XX S HARDING AVE",-87.723359,41.845386,"residence","residence",17,"031","300500",2,2010
3082663,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-24 03:21:00,"051XX N AUSTIN AVE",-87.778203,41.974487,"residence","residence",17,"031","110400",1,1045
3083063,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-24 17:40:00,"053XX S UNION AVE",-87.642806,41.797363,"street","street",17,"031","843800",2,2025
3083403,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-25 02:46:00,"045XX W ADAMS ST",-87.738439,41.877825,"street","street",17,"031","260500",1,1010
3084069,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-26 01:55:00,"048XX W MADISON ST",-87.745928,41.88049,"street","street",17,"031","251800",4,4015
3084091,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-26 03:03:00,"051XX S MICHIGAN AVE",-87.622629,41.80122,"residence","residence",17,"031","836100",1,1005
3087094,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-30 14:14:00,"025XX W 70TH ST",-87.68737,41.766453,"street","street",17,"031","660900",2,2010
3087515,"Chicago","09A","murder and nonnegligent manslaughter",2015-10-31 01:11:00,"078XX S SOUTH SHORE DR",-87.550179,41.753975,"residence","residence",17,"031","431400",3,3010
3088557,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-01 11:33:00,"041XX W 31ST ST",-87.72835,41.836837,"street","street",17,"031","301803",2,2019
3089516,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-02 16:15:00,"080XX S DAMEN AVE",-87.673073,41.747982,"street","street",17,"031","710500",4,4012
3089597,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-02 18:21:00,"073XX S MAY ST",-87.652779,41.76046,"street","street",17,"031","681400",2,2012
3090064,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-03 11:19:00,"040XX N PULASKI RD",-87.727637,41.95433,"residence","residence",17,"031","160300",2,2000
3090151,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-03 13:36:00,"032XX W 15TH ST",-87.70718,41.8609,"street","street",17,"031","841500",2,2013
3090374,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-03 19:28:00,"056XX S ARTESIAN AVE",-87.685218,41.791299,"street","street",17,"031","835100",1,1008
3091930,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-05 20:42:00,"079XX S ELLIS AVE",-87.60032,41.750659,"street","street",17,"031","440101",1,1005
3092780,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-07 00:22:00,"014XX N KILDARE AVE",-87.733782,41.906616,"street","street",17,"031","230600",4,4014
3092854,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-07 03:24:00,"011XX N PULASKI RD",-87.726278,41.901862,"street","street",17,"031","231200",5,5008
3093362,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-07 21:31:00,"022XX W 59TH ST",-87.680139,41.786553,"street","street",17,"031","835100",1,1016
3093415,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-07 23:22:00,"007XX W 59TH ST",-87.642935,41.787059,"private vehicle","vehicle",17,"031","834700",3,3035
3094464,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-09 14:25:00,"003XX E 120TH PL",-87.616182,41.675383,"street","street",17,"031","530600",1,1012
3095098,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-10 15:15:00,"033XX W 61ST ST",-87.706968,41.782553,"residence","residence",17,"031","660400",1,1013
3095501,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-11 07:00:00,"008XX N CENTRAL AVE",-87.765442,41.896173,"residence","residence",17,"031","251300",2,2012
3096043,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-11 22:36:00,"001XX E 127TH ST",-87.618325,41.663368,"private vehicle","vehicle",17,"031","530600",1,1031
3096090,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-12 00:57:00,"008XX W EASTWOOD AVE",-87.651032,41.966431,"other open space","open space",17,"031","031501",3,3000
3096291,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-12 11:10:00,"044XX W MONROE ST",-87.736407,41.879634,"residence","residence",17,"031","260500",1,1003
3097682,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-14 13:04:00,"076XX N MARSHFIELD AVE",-87.671912,42.019974,"green space","open space",17,"031","010100",2,2011
3100125,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-18 00:37:00,"012XX W 73RD PL",-87.655498,41.760484,"street","street",17,"031","671800",1,1025
3100250,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-18 09:36:00,"002XX W 112TH ST",-87.628977,41.690699,"residence","residence",17,"031","491300",4,4014
3102047,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-20 21:08:00,"070XX S CALUMET AVE",-87.616898,41.766837,"private vehicle","vehicle",17,"031","690400",2,2020
3102173,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-21 01:37:00,"012XX W 71ST PL",-87.656021,41.764118,"street","street",17,"031","671800",1,1003
3102549,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-21 20:31:00,"062XX S ROCKWELL ST",-87.688551,41.780294,"street","street",17,"031","835000",4,4010
3102961,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-22 17:28:00,"009XX W 71ST ST",-87.648536,41.765141,"street","street",17,"031","681100",3,3012
3103053,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-22 20:34:00,"054XX W RACE AVE",-87.76214,41.889993,"street","street",17,"031","251500",4,4023
3103073,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-22 21:18:00,"057XX S UNION AVE",-87.642618,41.790255,"street","street",17,"031","834700",3,3022
3103626,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-23 18:53:00,"056XX W BYRON ST",-87.767776,41.951324,"street","street",17,"031","150600",1,1011
3104415,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-25 02:56:00,"057XX S MORGAN ST",-87.6499,41.789659,"street","street",17,"031","834700",2,2012
3104984,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-26 00:06:00,"033XX W VAN BUREN ST",-87.71013,41.875458,"street","street",17,"031","271300",1,1018
3105277,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-26 14:29:00,"022XX W THOME AVE",-87.685325,41.995078,"street","street",17,"031","020901",3,3017
3105474,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-26 21:30:00,"019XX W HARRISON ST",-87.674226,41.874077,"healthcare","healthcare",17,"031","838100",3,3022
3105637,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-27 05:00:00,"078XX S MARYLAND AVE",-87.603998,41.752669,"street","street",17,"031","691500",3,3007
